rssi,snr,relay
-1.2898792937480104,-1.5376186849504647,1
-1.3432610459816876,-1.3339796033863947,1
0.3649550254959799,0.005751196377225247,0
0.7920090433653968,0.6488219802637626,0
0.8987725478327511,0.7560004442448521,0
-1.3432610459816876,-1.4090045281731571,1
-0.16886249684079116,-0.03712018921521062,0
-0.9695887803459478,-1.2589546785996315,1
1.6994988313379076,1.7313244664727672,0
0.04466451209391728,-0.12286296040008225,1
-0.5425347624765309,-0.7016266658979659,1
1.325826565702168,1.249021378557864,0
0.31157327326230283,0.6381041338656537,0
-0.27562600130814535,-0.2193235779830629,1
0.31157327326230283,0.19867243154318645,0
0.8987725478327511,0.8846146010221597,0
-0.008717240139759828,0.13436535315453269,0
1.4859718224031992,1.3883533817332805,0
0.09804626432759439,0.24154381713562226,1
-1.556788054916396,-1.516182992154247,1
1.379208317935845,1.6027103096954598,0
-0.06209899237343693,0.11292966035831477,1
1.379208317935845,1.1954321465673192,0
1.4859718224031992,1.3026106105484088,0
0.1514280165612715,-0.14429865319630017,1
1.0589178045337824,0.9274859866145954,0
-0.06209899237343693,0.11292966035831477,1
-0.8094435236449165,-0.948137133054472,1
0.5784820344306884,0.38087582031103867,0
-0.008717240139759828,-0.14429865319630017,0
-0.8094435236449165,-1.0553155970355617,1
1.1122995567674594,1.1204072217805567,0
1.432590070169522,1.5062496921124793,0
-1.3966427982153646,-1.5483365313485737,1
1.0055360523001053,0.7560004442448521,0
1.6461170791042306,1.6027103096954598,0
-0.06209899237343693,0.09149396756209688,1
-1.3966427982153646,-1.3125439105901764,1
-0.27562600130814535,-0.3050663491679345,1
0.31157327326230283,0.31656874192238493,0
-1.4500245504490417,-1.3875688353769393,1
0.8987725478327511,0.7345647514486343,0
0.5784820344306884,0.48805428429212827,0
0.31157327326230283,0.20939027794129536,0
1.5927353268705535,1.2275856857616463,0
-0.9695887803459478,-0.9374192866563629,1
1.5927353268705535,1.7313244664727672,0
0.5784820344306884,0.39159366670914764,0
1.0055360523001053,1.1525607609748836,0
1.1122995567674594,1.0025109114013582,0
-1.0229705325796248,-0.915983593860145,1
-1.556788054916396,-1.5269008385523555,1
-0.4891530102428538,-0.4765518915376778,1
-0.595916514710208,-0.6373195875093122,1
-0.595916514710208,-0.20860573158495388,1
1.0589178045337824,1.4097890745294985,0
0.09804626432759439,-0.07999157480764649,0
0.6318637866643655,0.7024112122543074,1
-0.3290077535418225,-0.16573434599251813,1
0.1514280165612715,0.6059505946713267,0
-0.16886249684079116,-0.16573434599251813,0
1.325826565702168,1.1739964537711014,0
0.09804626432759439,0.1558010459507506,0
-1.1831157892806563,-1.419722374571266,1
-0.38238950577549957,-0.5730125091206585,1
-0.6492982669438851,-0.5408589699263315,1
-0.8094435236449165,-1.1732119074147598,1
-0.11548074460711405,-0.11214511400197333,1
-0.06209899237343693,0.22010812433940433,0
1.1122995567674594,1.3561998425389536,0
-0.9162070281122707,-0.4872697379357867,1
-0.27562600130814535,-0.4015269667509152,0
1.2190630612348137,0.9382038330127045,0
-1.1831157892806563,-1.6555149953296633,1
0.2581915210286257,0.1558010459507506,0
0.2048097687949486,0.17723673874696852,0
-0.9695887803459478,-1.0017263650450168,1
-1.3432610459816876,-1.1624940610166512,1
1.5927353268705535,1.7313244664727672,0
0.7920090433653968,1.0668179897900119,0
0.47171852996333413,0.29513304912616706,0
